timestamp,open,high,low,close,volume
2019-12-31 23:00:00,7170.47000000,7177.14000000,7166.64000000,7167.57000000,4.88489700
2019-12-31 23:05:00,7165.32000000,7171.45000000,7165.32000000,7171.45000000,0.25232500
2019-12-31 23:10:00,7167.36000000,7172.44000000,7167.36000000,7172.44000000,0.71847200
2019-12-31 23:15:00,7172.44000000,7173.79000000,7164.61000000,7172.08000000,1.03896900
2019-12-31 23:20:00,7167.90000000,7171.05000000,7163.34000000,7166.31000000,1.05416400
2019-12-31 23:25:00,7162.10000000,7168.82000000,7161.67000000,7168.82000000,0.17730800
2019-12-31 23:30:00,7162.69000000,7162.69000000,7160.00000000,7160.54000000,0.20569500
2019-12-31 23:35:00,7162.13000000,7165.43000000,7160.53000000,7160.53000000,0.60032000
2019-12-31 23:40:00,7165.55000000,7165.56000000,7165.15000000,7165.15000000,0.08550600
2019-12-31 23:45:00,7172.87000000,7174.17000000,7164.24000000,7164.24000000,2.88459500
2019-12-31 23:50:00,7167.82000000,7174.94000000,7167.82000000,7174.93000000,0.81050900
2019-12-31 23:55:00,7175.50000000,7177.14000000,7164.55000000,7168.57000000,7.02672200
2020-01-01 00:00:00,7167.66000000,7167.66000000,7153.79000000,7155.48000000,1.33146800
2020-01-01 00:05:00,7151.83000000,7161.77000000,7151.83000000,7161.77000000,0.26839000
2020-01-01 00:10:00,7161.00000000,7161.00000000,7151.42000000,7151.42000000,4.10221200
2020-01-01 00:15:00,7152.88000000,7153.79000000,7150.37000000,7153.79000000,0.09747200
2020-01-01 00:20:00,7150.00000000,7151.69000000,7150.00000000,7150.00000000,1.48946500
2020-01-01 00:25:00,7153.32000000,7158.45000000,7150.81000000,7158.45000000,1.61813100
2020-01-01 00:30:00,7160.00000000,7160.36000000,7155.49000000,7157.98000000,0.10028600
2020-01-01 00:35:00,7158.45000000,7158.45000000,7152.79000000,7152.79000000,0.04051500
2020-01-01 00:40:00,7153.69000000,7158.08000000,7152.79000000,7158.08000000,2.32159300
2020-01-01 00:45:00,7157.57000000,7157.57000000,7152.82000000,7152.82000000,0.01254200
2020-01-01 00:50:00,7152.87000000,7155.09000000,7152.79000000,7153.57000000,3.99107300
2020-01-01 00:55:00,7153.57000000,7153.57000000,7153.57000000,7153.57000000,0.00000000
2020-01-01 01:00:00,7150.01000000,7158.35000000,7150.01000000,7158.35000000,0.01986500
2020-01-01 01:05:00,7160.36000000,7167.84000000,7159.42000000,7167.84000000,0.02456600
2020-01-01 01:10:00,7165.73000000,7165.73000000,7163.89000000,7163.89000000,0.00912300
2020-01-01 01:15:00,7163.80000000,7163.80000000,7163.80000000,7163.80000000,0.00155300
2020-01-01 01:20:00,7167.83000000,7173.28000000,7166.37000000,7173.28000000,0.28437900
2020-01-01 01:25:00,7169.51000000,7187.36000000,7169.51000000,7185.00000000,2.52294900
2020-01-01 01:30:00,7188.22000000,7206.43000000,7185.56000000,7191.00000000,7.28442500
2020-01-01 01:35:00,7189.63000000,7192.62000000,7186.84000000,7192.62000000,1.46000000
2020-01-01 01:40:00,7191.47000000,7191.47000000,7190.02000000,7190.03000000,1.69814800
2020-01-01 01:45:00,7182.62000000,7182.97000000,7179.60000000,7179.60000000,0.11205300
2020-01-01 01:50:00,7179.60000000,7186.03000000,7179.60000000,7181.73000000,1.37387800
2020-01-01 01:55:00,7182.69000000,7186.46000000,7181.98000000,7186.46000000,0.36031000
2020-01-01 02:00:00,7186.46000000,7197.72000000,7186.46000000,7193.61000000,7.58298200
2020-01-01 02:05:00,7195.00000000,7195.00000000,7188.54000000,7188.54000000,0.06598300
2020-01-01 02:10:00,7186.44000000,7190.38000000,7186.38000000,7186.38000000,0.04081300
2020-01-01 02:15:00,7189.00000000,7198.99000000,7189.00000000,7198.99000000,1.08627500
2020-01-01 02:20:00,7193.59000000,7199.95000000,7193.59000000,7198.04000000,0.22664200
2020-01-01 02:25:00,7200.07000000,7214.73000000,7200.07000000,7200.64000000,2.06340100
2020-01-01 02:30:00,7204.31000000,7211.63000000,7204.31000000,7208.22000000,3.48592000
2020-01-01 02:35:00,7207.81000000,7207.81000000,7202.83000000,7207.15000000,0.06704900
2020-01-01 02:40:00,7207.15000000,7208.62000000,7202.84000000,7208.13000000,0.09010500
2020-01-01 02:45:00,7208.31000000,7210.67000000,7208.31000000,7210.67000000,0.08473100
2020-01-01 02:50:00,7208.30000000,7218.39000000,7208.29000000,7218.39000000,5.97458100
2020-01-01 02:55:00,7218.39000000,7218.39000000,7218.39000000,7218.39000000,0.00000000
2020-01-01 03:00:00,7215.63000000,7215.63000000,7208.29000000,7212.97000000,3.74407300
2020-01-01 03:05:00,7209.54000000,7209.54000000,7198.42000000,7200.92000000,1.95183700
2020-01-01 03:10:00,7200.90000000,7205.00000000,7200.90000000,7204.19000000,0.71874100
2020-01-01 03:15:00,7205.22000000,7210.52000000,7205.22000000,7207.23000000,0.09877400
2020-01-01 03:20:00,7209.94000000,7215.40000000,7208.36000000,7208.61000000,0.14528100
2020-01-01 03:25:00,7206.09000000,7213.96000000,7206.09000000,7213.96000000,0.07687700
2020-01-01 03:30:00,7214.63000000,7216.90000000,7211.56000000,7213.44000000,0.20230300
2020-01-01 03:35:00,7213.00000000,7213.00000000,7209.38000000,7209.38000000,1.74094200
2020-01-01 03:40:00,7202.00000000,7203.49000000,7196.35000000,7203.49000000,0.10973900
2020-01-01 03:45:00,7194.62000000,7201.28000000,7194.62000000,7201.28000000,0.18618700
2020-01-01 03:50:00,7205.01000000,7205.01000000,7205.01000000,7205.01000000,0.03060000
2020-01-01 03:55:00,7202.59000000,7203.47000000,7202.59000000,7203.47000000,1.71675000
2020-01-01 04:00:00,7197.43000000,7204.03000000,7197.43000000,7204.03000000,0.03503600
2020-01-01 04:05:00,7204.03000000,7204.03000000,7204.03000000,7204.03000000,0.00000000
2020-01-01 04:10:00,7195.76000000,7196.37000000,7190.28000000,7190.28000000,1.70966500
2020-01-01 04:15:00,7196.33000000,7196.33000000,7196.33000000,7196.33000000,0.00444000
2020-01-01 04:20:00,7196.31000000,7196.35000000,7192.40000000,7196.35000000,0.02387900
2020-01-01 04:25:00,7197.34000000,7197.37000000,7197.34000000,7197.37000000,0.26528500
2020-01-01 04:30:00,7200.04000000,7201.71000000,7200.04000000,7201.71000000,0.03843300
2020-01-01 04:35:00,7201.71000000,7201.71000000,7201.71000000,7201.71000000,0.00000000
2020-01-01 04:40:00,7197.09000000,7197.09000000,7194.59000000,7194.59000000,0.20247600
2020-01-01 04:45:00,7193.70000000,7200.02000000,7193.69000000,7200.02000000,1.03784900
2020-01-01 04:50:00,7198.00000000,7198.00000000,7198.00000000,7198.00000000,0.01654100
2020-01-01 04:55:00,7190.29000000,7190.29000000,7190.29000000,7190.29000000,0.10062100
2020-01-01 05:00:00,7193.99000000,7196.71000000,7191.03000000,7191.03000000,0.11139800
2020-01-01 05:05:00,7200.17000000,7200.62000000,7200.17000000,7200.62000000,0.07479400
2020-01-01 05:10:00,7200.62000000,7202.67000000,7200.23000000,7200.23000000,0.05581100
2020-01-01 05:15:00,7193.58000000,7193.58000000,7193.57000000,7193.57000000,1.19122400
2020-01-01 05:20:00,7191.27000000,7194.80000000,7191.25000000,7191.68000000,3.03808100
2020-01-01 05:25:00,7195.27000000,7195.27000000,7193.96000000,7193.96000000,0.03361400
2020-01-01 05:30:00,7195.16000000,7196.37000000,7195.16000000,7196.37000000,0.06078400
2020-01-01 05:35:00,7196.81000000,7196.81000000,7196.81000000,7196.81000000,0.06800600
2020-01-01 05:40:00,7196.81000000,7196.81000000,7196.81000000,7196.81000000,0.00000000
2020-01-01 05:45:00,7196.04000000,7197.71000000,7196.04000000,7197.71000000,0.05173000
2020-01-01 05:50:00,7197.31000000,7198.85000000,7197.31000000,7198.85000000,0.10104000
2020-01-01 05:55:00,7197.43000000,7198.56000000,7197.43000000,7198.56000000,0.09256700
2020-01-01 06:00:00,7197.66000000,7199.92000000,7197.62000000,7199.92000000,1.86097800
2020-01-01 06:05:00,7202.04000000,7202.04000000,7195.01000000,7195.01000000,0.05515800
2020-01-01 06:10:00,7202.50000000,7203.08000000,7202.50000000,7203.08000000,0.03766100
2020-01-01 06:15:00,7201.66000000,7208.00000000,7201.66000000,7205.46000000,2.90620300
2020-01-01 06:20:00,7205.46000000,7207.97000000,7201.13000000,7205.00000000,1.01041700
